,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
29,28.83564804,28.06915227,27.3130182,26.41794921,25.65565842,24.74141392,23.97748659,23.07245953,22.2769558,21.37129109,20.54605674,19.66630034,18.83008058,18.01429862,17.15132278,16.37368878,15.54807769,14.77634886,14.01485718,13.07242638,12.30347067,11.4828141,10.65317175,9.94072013,9.031994785,8.131899126,7.29592131,6.424385386,5.630814715,4.900611578,4.178250393,3.518104133,2.923979488,2.40028772,1.914596781,1.490177607,1.12262553,0.823057821,0.568675316,0.372651559,0.21324372,0.102604108,0.020677496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,29.83564804,29.06915224,28.31301747,27.4179476,26.65564337,25.74136265,24.97740944,24.07223347,23.27617125,22.36976513,21.54218538,20.66104924,19.82772883,19.01142891,18.1455519,17.35138982,16.49121545,15.71429827,14.95826222,14.15485117,13.25161508,12.44953667,11.6300887,10.8473936,10.06465296,9.189982885,8.322881295,7.419573244,6.584453402,5.815822117,5.033618892,4.318256736,3.671415334,3.077015781,2.515077379,2.018095947,1.593365547,1.220341872,0.911959751,0.645691547,0.43630323,0.262320968,0.136545497,0.041155153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,30.83564804,30.06915222,29.31301715,28.41794646,27.65563599,26.74132542,25.97736857,25.07206431,24.27572784,23.36858495,22.5398607,21.66066486,20.82589379,20.00814158,19.1397149,18.34169364,17.47750857,16.650012,15.89829481,15.09184467,14.34628088,13.40106088,12.5932957,11.82143178,10.97511298,10.21989986,9.384655183,8.443642425,7.580799994,6.774103662,5.944495239,5.181361365,4.483157667,3.817653143,3.191151023,2.637692172,2.142073729,1.713374042,1.32805941,0.995158299,0.711638576,0.488089289,0.303747609,0.169760014,0.065909108,0.007410926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,31.83564804,31.06915221,30.31301692,29.41794592,28.65563071,27.74130653,26.97733854,26.07197235,25.27539224,24.36790361,23.5380435,22.66035148,21.82423844,21.00564555,20.13382192,19.33298008,18.46714164,17.63920633,16.83808142,16.0250534,15.27854759,14.35123897,13.54082223,12.78192572,11.95382866,11.12753412,10.41342802,9.50151539,8.604105365,7.773235391,6.898831842,6.097419672,5.354923009,4.624580968,3.94498955,3.32970181,2.780258022,2.273493341,1.81392133,1.411176399,1.074710982,0.783929423,0.551436582,0.356384097,0.211507965,0.097596295,0.024798445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,32.83564804,32.0691522,31.31301682,30.41794555,29.65562814,28.74129285,27.97732283,27.071904,26.27520556,25.36738221,24.53697443,23.6600674,22.82314067,22.00340815,21.12954144,20.32448315,19.45761748,18.62482613,17.8304344,16.96102927,16.20612518,15.43180062,14.48721821,13.72631268,12.91855176,12.10340588,11.31866178,10.5305744,9.660210016,8.797601022,7.896124106,7.054393201,6.277287757,5.49094743,4.761787173,4.096544389,3.488250891,2.903416169,2.376655768,1.918864445,1.512723475,1.169448424,0.868632772,0.624361032,0.413905645,0.254278256,0.128292132,0.043502344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,33.83564804,33.0691522,32.31301674,31.41794537,30.6556263,29.74128598,28.97731134,28.07186733,27.27506529,26.36708607,25.53614787,24.6598829,23.8222287,23.00191424,22.12578238,21.31836688,20.44818912,19.6121706,18.81674824,17.94935494,17.13789952,16.36299623,15.57970318,14.66965576,13.86722898,13.06535171,12.29245797,11.43927371,10.6849368,9.85361023,8.919868221,8.052653279,7.238304296,6.409961606,5.634999516,4.92364567,4.254608372,3.604711209,3.024003903,2.500661756,2.041166684,1.627700101,1.259002455,0.940352606,0.681393335,0.462598051,0.29521551,0.160452868,0.068223298,0.006382674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,34.83564804,34.0691522,33.31301671,32.41794525,31.65562542,30.74128102,29.9773054,29.07184021,28.27498831,27.36686123,26.53566957,25.65973161,24.82165881,24.00066677,23.12328247,22.31301339,21.44129232,20.59981939,19.80413922,18.93141793,18.12287896,17.2975753,16.50542068,15.77331069,14.81387484,14.01079293,13.25232158,12.41833566,11.59064171,10.87487533,9.976818559,9.075609211,8.238941506,7.368189006,6.55855849,5.804525505,5.077278139,4.376603387,3.739599898,3.164847768,2.639850141,2.148036349,1.713223979,1.342810006,1.018499092,0.751931532,0.52343255,0.345768436,0.200129797,0.098015796,0.021539261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,35.83564804,35.0691522,34.31301669,33.41794519,32.65562478,31.74127855,30.97730106,30.07182583,29.2749308,28.36673529,27.53530286,26.65963966,25.82120174,24.9998776,24.12119879,23.3094343,22.43518872,21.5907931,20.79153353,19.91537997,19.10120981,18.28518984,17.43335813,16.69467232,15.91583146,14.95430411,14.19527776,13.38291293,12.56759963,11.77794456,10.99798463,10.13084902,9.262695739,8.367955198,7.519032617,6.733628878,5.953707997,5.208050423,4.52303885,3.89477518,3.295771226,2.741911932,2.254040849,1.817835808,1.442546659,1.110026134,0.833284933,0.59218826,0.398591898,0.240407733,0.126523041,0.039126548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,36.83564804,36.0691522,35.31301668,34.41794515,33.65562448,32.74127677,31.97729884,31.07181524,30.27489962,29.36664028,28.53509363,27.65956705,26.82092516,25.99923989,25.11987191,24.30643991,23.43105148,22.5827982,21.78213701,20.89950536,20.08205415,19.26498541,18.41770388,17.61580803,16.84287985,16.06771005,15.13630333,14.33070712,13.52998005,12.75349571,11.90457243,11.14600601,10.3176918,9.392035613,8.519531405,7.697597111,6.88055499,6.090440755,5.36353953,4.690135463,4.019525132,3.413929043,2.865479869,2.378004639,1.937703073,1.544093274,1.191277796,0.897688488,0.64537705,0.445024071,0.278598012,0.156764363,0.061795721,0.007213413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,37.83564804,37.06915219,36.31301667,35.41794513,34.65562427,33.74127589,32.97729723,32.07180968,31.27487643,30.3665877,29.5349343,28.65952434,27.82070752,26.99884868,26.11879537,25.30451482,24.42755784,23.57734312,22.77370393,21.88766939,21.06314144,20.24632672,19.39367166,18.59755655,17.76529668,16.99054266,16.26008761,15.27558162,14.47513762,13.71430573,12.88638251,12.0493192,11.32751227,10.44870718,9.542719218,8.700084516,7.843122612,7.021126438,6.252571471,5.528209685,4.807607227,4.150624384,3.552831451,3.006695546,2.498408243,2.032185755,1.628707377,1.272114736,0.972550737,0.711914715,0.502389241,0.325698311,0.193783733,0.089693727,0.022824401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,38.83564804,38.06915219,37.31301667,36.41794512,35.65562416,34.74127526,33.97729641,33.0718056,32.27486399,31.36654826,30.53484452,29.65949125,28.82057857,27.99853836,27.11812805,26.30294351,25.42528302,24.5727151,23.76786766,22.87703177,22.04898668,21.22747549,20.37173273,19.57023506,18.75121949,17.90411038,17.17979382,16.39440911,15.41739535,14.65750673,13.85274408,13.02968268,12.23053939,11.45721622,10.59765192,9.72379981,8.846057036,7.985411002,7.187972378,6.413966189,5.652383053,4.949032653,4.302449366,3.701063602,3.119569621,2.601910838,2.136470189,1.730178029,1.367371092,1.059493416,0.788343964,0.563767435,0.374345092,0.230591229,0.116479878,0.039290864,0,0,0,0,0,0,0,0,0,0,0,0,0
40,39.83564804,39.06915219,38.31301667,37.41794511,36.65562409,35.74127495,34.97729582,34.07180348,33.27485478,32.36652667,31.53477655,30.65947218,29.82047831,28.99835191,28.11759545,27.3019586,26.42341079,25.5696743,24.76286804,23.86962485,23.0362212,22.21310845,21.34963007,20.54535957,19.72659164,18.887596,18.08544422,17.32146506,16.54666734,15.59774263,14.80170409,13.99430573,13.20746399,12.36911077,11.59836279,10.77831807,9.871547711,8.988680013,8.15508714,7.348264316,6.543384017,5.801807091,5.111506264,4.444503429,3.813050157,3.239287987,2.724170108,2.2568742,1.842281549,1.457392903,1.131098598,0.847109495,0.61522261,0.41831963,0.26704504,0.144812444,0.060828892,0.005278087,0,0,0,0,0,0,0,0,0,0,0
41,40.83564804,40.06915219,39.31301667,38.41794511,37.65562406,36.74127472,35.97729552,35.07180193,34.27484988,33.36651054,32.53473868,31.65945756,30.82041984,29.99820577,29.1172716,28.30116719,27.42222294,26.56715674,25.75954318,24.86325149,24.02727022,23.19999242,22.33273508,21.520274,20.7030438,19.85964971,19.0662721,18.23228548,17.47070208,16.73612584,15.74665228,14.94109054,14.17094583,13.34742005,12.51292824,11.77169099,10.92903878,10.01297256,9.159831144,8.315275528,7.480912472,6.698574296,5.972812825,5.246960808,4.568328491,3.946698716,3.377354357,2.856940979,2.361335073,1.926972978,1.540262472,1.209629203,0.918724586,0.678843013,0.47252628,0.311713572,0.179695257,0.087076979,0.017829915,0,0,0,0,0,0,0,0,0,0
42,41.83564804,41.06915219,40.31301667,39.4179451,38.65562403,37.74127462,36.9772953,36.07180113,35.27484627,34.3665018,33.53471015,32.65944926,31.82037476,30.99811934,30.11701602,29.30068028,28.42126111,27.56554345,26.75676804,25.85897885,25.01952931,24.19067969,23.31726659,22.50100669,21.67870101,20.83306824,20.03559577,19.21339837,18.37704818,17.65820511,16.87536728,15.8838204,15.1162057,14.31696722,13.48415274,12.68990614,11.92029518,11.0684971,10.18423126,9.321589547,8.44915417,7.640103282,6.876105079,6.103887305,5.380009301,4.713557215,4.098654939,3.502793225,2.957354671,2.464782036,2.029576098,1.638532062,1.301345215,1.001513846,0.751560426,0.532543378,0.358507978,0.215827616,0.112795706,0.033793046,0,0,0,0,0,0,0,0,0
43,42.83564804,42.06915219,41.31301667,40.4179451,39.65562402,38.74127454,37.97729519,37.07180055,36.27484437,35.36649531,34.53469442,33.65944295,32.82034881,31.99805219,31.11686296,30.30029334,29.42066236,28.56422882,27.75496987,26.85539312,26.01429766,25.18255493,24.3062171,23.48329612,22.65966042,21.8055974,21.00637668,20.18653212,19.35041043,18.56104345,17.80702399,17.02161189,16.05729299,15.26853963,14.45235939,13.65406591,12.84962676,12.04975929,11.23902789,10.34890766,9.455413432,8.61059302,7.822462001,7.003078478,6.243924387,5.53465021,4.871826701,4.215773797,3.618396842,3.077573345,2.58520372,2.146869147,1.744191552,1.385197956,1.069966192,0.806796852,0.579852437,0.399184858,0.248832507,0.138624414,0.052485855,0.005184336,0,0,0,0,0,0,0
44,43.83564804,43.06915219,42.31301667,41.4179451,40.65562401,39.7412745,38.97729511,38.07180025,37.27484298,36.36649182,35.53468263,34.65943941,33.82032893,32.99801299,32.11674319,31.30005882,30.42018309,29.56340193,28.75349395,27.85304915,27.00988265,26.17700626,25.29653404,24.47056282,23.64194349,22.78403212,21.9761036,21.15942625,20.32081417,19.52653544,18.71710723,17.95135403,17.20255776,16.21487576,15.40213665,14.62153044,13.81441336,12.98345069,12.21244641,11.40763462,10.48120228,9.617869989,8.796193852,7.947390483,7.14799654,6.405999947,5.687415112,4.988084725,4.344144621,3.753158177,3.214387911,2.70764862,2.242147482,1.825615697,1.464262603,1.143760419,0.874036722,0.638853481,0.449599767,0.28994915,0.170868674,0.077001025,0.017382352,0,0,0,0,0,0
45,44.83564804,44.06915219,43.31301667,42.4179451,41.65562401,40.74127447,39.97729508,39.07180003,38.27484225,37.36648923,36.53467618,35.65943673,34.82031762,33.99798274,33.11667238,32.29987403,31.41988923,30.56273578,29.75255575,28.85111407,28.00697182,27.17228968,26.28987398,25.45935086,24.62905485,23.76390143,22.95221976,22.1305652,21.29100182,20.49484324,19.682115,18.85787208,18.13146609,17.3460768,16.34657631,15.57016255,14.78894704,13.93969543,13.14964926,12.38425875,11.53768737,10.64338433,9.805461888,8.92002724,8.095552635,7.315622454,6.555654716,5.812114283,5.126902289,4.491539786,3.901178882,3.326716321,2.80667498,2.342566049,1.923698786,1.557682656,1.230018239,0.951833492,0.706619294,0.505634962,0.334902347,0.20507315,0.10210487,0.03258887,0,0,0,0,0
46,45.83564804,45.06915219,44.31301667,43.4179451,42.655624,41.74127446,40.97729505,40.07179992,39.27484171,38.36648786,37.53467137,36.65943524,35.820309,34.99796528,34.11661734,33.29976345,32.41965609,31.56232303,30.75179485,29.84987269,29.00455506,28.16915047,27.28418435,26.4515844,25.61761086,24.7491754,23.92983522,23.10736458,22.25922557,21.46276486,20.65581555,19.81344292,19.03541008,18.28628544,17.27924199,16.51328793,15.74496794,14.91319073,14.09743829,13.32780397,12.50919614,11.69884879,10.83179311,9.929858631,9.069776861,8.267175926,7.462726563,6.686531665,5.959296823,5.284912504,4.631223787,4.008774016,3.441516357,2.923815813,2.45868654,2.035518357,1.653346858,1.308281416,1.015061508,0.75926423,0.550093332,0.372339555,0.235742301,0.125469044,0.049675541,0.002935043,0,0,0
47,46.83564804,46.06915219,45.31301667,44.4179451,43.655624,42.74127445,41.97729503,41.07179984,40.27484143,39.36648684,38.53466876,37.65943412,36.82030415,35.99795188,35.11658517,34.29967694,33.41951498,32.56199348,31.75131851,30.84886,30.00299108,29.16652731,28.28036874,27.44722051,26.61420261,25.73972217,24.91336389,24.08534941,23.23358407,22.4284487,21.62700189,20.78503032,19.98154006,19.19906744,18.42457715,17.44427214,16.69434854,15.86764311,15.07058152,14.2752311,13.45134601,12.66591387,11.88724585,10.95800493,10.08007645,9.243902383,8.413674632,7.597745176,6.840215161,6.126056375,5.41886105,4.750788761,4.136939738,3.573826221,3.056312831,2.567767342,2.122922587,1.732324173,1.383661869,1.085320823,0.822478553,0.605716671,0.419347462,0.274307283,0.1555254,0.072618729,0.011541379,0,0
